index,affluence,cultivation,employment,education,status,morality,leadership,prosociality,eo,global_citizenship,_stack,commonappid
82,.099301212,.092865802,-.010719545,.12867938,.086191177,.062338162,-.09195625,.029426357,.16745529,.10768434,2,14089801
83,.11683289,.05655447,-.0035007021,.10937196,.054521281,.044117279,.00043136749,.012234275,.039660588,.10393967,3,14089801
84,.10688914,.11589386,.045917954,.15709589,.097484149,.095030203,-.036274113,-.023122368,.14412779,.039681315,1,14089948
85,-.00766245,.036143932,.029210467,.011720269,.04983063,-.027235795,.067627199,.12151902,.019535288,.090437584,2,14089948
86,.061431356,.17044033,.082432255,.13084821,.09484227,.15844762,.097366944,.0032449309,.23594345,.11578348,3,14089948
87,.14767493,.15964267,.033541597,.15833053,.088493824,.11144964,.044072233,-.0073771612,.19596969,.031278186,1,14089968
88,.089036278,.11116157,.044893231,.13933279,.1617579,.094665609,-.044463355,.1439096,.21341583,.073109552,2,14089968
89,.1363135,.17058405,.020310869,.19691905,.068396658,.12157912,.01565855,.03122706,.17750989,.1325487,3,14089968
90,-.036980771,.033537272,-.030483259,.021825662,-.019424494,.11763551,.012788535,-.038253337,.023166604,.10700171,1,14090041
91,-.11810207,.0020014113,-.091267042,-.098833203,-.06498038,.026998954,-.0087721581,.085153148,-.059882786,-.0045114933,2,14090041
92,.040909298,.10624047,-.082901411,.047641765,.024225276,.10222207,-.014106551,.046203502,.12462966,.092449956,3,14090041
93,-.11599604,.043430947,-.043881595,.086109199,.049581174,.14055029,.056938842,.077339031,.027331322,.032158952,1,14090048
94,.027047284,.070277795,.048754558,.090648651,.023007993,.1181133,-.0012840725,.053891104,.050925158,.0090187928,2,14090048
95,.039867688,.19135806,-.058900096,.23797382,.12186164,.23407327,.21353786,.19840074,.19066784,.046704117,3,14090048
96,.052367695,.13725655,-.0080978237,.086389184,-.067505941,.11822899,.048053563,.027820021,.077619813,.072510891,1,14090054
97,-.02198704,-.03968247,-.02651711,-.052313615,-.016284412,-.040571127,-.062680356,-.0059829457,.02121208,.048854809,2,14090054
98,.14916085,.11024514,.031895801,.11110155,.1622808,.074558988,-.021168305,.08874698,.14063129,.11927008,3,14090054
99,-.0063022235,.12952547,.018399697,.14933227,.034689248,.12833878,-.018312009,.028216587,.022277696,.08093524,1,14090117
100,.031665113,.01630621,-.023802256,.0037791198,-.021061141,-.013269069,.065270483,.051444292,-.025159786,.069445685,2,14090117
101,.10026316,.081413925,.057155959,.10705208,.11013681,.058407351,.031322759,.06938912,.13261619,.056539748,3,14090117
102,.030507889,.080825649,.13794827,.048382148,.059112173,.1247791,.13817468,-.0079804296,.35349911,.057724219,1,14090167
103,.090077609,.12271455,-.010482267,.095131241,.1424347,.13710451,.10827804,.13109116,.17211956,.16243947,2,14090167
104,-.1405675,-.040408503,-.0013441124,-.06918367,-.042642251,.015011022,-.088714287,.071801133,-.036912579,.1060209,3,14090167
105,.073386639,.13666345,.033628363,.19622315,.063065298,.1393103,.02713351,.029286752,.10890154,.043536529,1,14090192
106,.083653018,.1116137,.051676292,.029685192,.071423225,.022901284,.13674419,.086158931,.16889669,.1120344,2,14090192
107,.091275051,.091467999,.079021506,.12278154,.025796831,.11213317,-.022830734,.044674814,.043451801,.0073914248,3,14090192
108,.01083146,.049289167,-.0093962923,.10648786,-.0094852885,.10927031,.017971318,-.085140117,.11135935,-.0073405649,1,14090211
109,.057371568,.14850266,-.02340313,.16215484,.16774295,.083418623,.090452597,.20673625,.23658741,.11005884,2,14090211
110,.030160528,.11229904,.058613472,.057080057,.1027019,.04502143,.037668027,.1187638,.1342568,.22105843,3,14090211
111,.059612729,.15289988,.053614825,.079485603,.023652883,.19960769,.1028867,-.024918815,.17781515,.12014037,1,14090318
112,.024969131,.0088389469,.028152153,.021349588,.028628541,-.0058853235,.11381267,.11967967,.089261591,.16519752,2,14090318
113,.065234728,.19408202,.038846336,.21004792,.12450719,.14052358,.12884836,.0065367874,.20013751,.069555521,3,14090318
114,-.022671647,.056453347,-.0058216038,.096747167,.083972245,.20063147,.074262023,.065243043,.15742512,.057022698,1,14092082
115,.14446883,.17779316,-.031991847,.13131484,.022954896,.1321861,.0053203064,.06896352,.11693959,.04207962,2,14092082
116,.067390032,.1555907,.042703524,.13152833,-.06747169,.16102527,.0072708917,.0055326018,.11063556,.019495685,3,14092082
117,-.096113071,.14560054,.061213363,.081055388,.039685849,.17738897,.18095955,.23313312,.1151631,.044336118,1,14095863
